Year	Month	DayofMonth	DayOfWeek	DepTime	CRSDepTime	UniqueCarrier	FlightNum	TailNum	Origin	Dest	Distance	TaxiIn	!IsArrDelayed-yes	!IsArrDelayed-no
1988	12	30	5	647.0	647	AA	203	1.78985436419	AUS	DFW	190.0	6.53945398261	1.0	0.0
1997	9	10	3	1436.0	1435	NW	1192	1.78985436419	LAS	DTW	1750.0	10.0	1.0	0.0
1995	9	15	5	1525.0	1525	WN	580	1.78985436419	ELP	SAT	496.0	2.0	0.0	1.0
1997	4	4	5	750.0	751	AA	1027	1.78985436419	RDU	DFW	1062.0	13.0	1.0	0.0
1995	2	1	3	1456.0	1452	DL	536	1.78985436419	CVG	MCI	539.0	3.0	0.0	1.0
2006	5	8	1	1330.0	1319	YV	6220	1.78985436419	PHX	DEN	602.0	6.0	1.0	0.0
2007	11	23	5	1610.0	1504	YV	7307	1.78985436419	BMI	ORD	116.0	6.0	1.0	0.0
2000	1	24	1	2134.0	2135	UA	769	1.78985436419	IAD	RSW	890.0	3.0	0.0	1.0
2000	2	29	2	853.0	900	TW	265	1.78985436419	JFK	MCO	944.0	9.0	0.0	1.0
1997	6	7	6	1800.0	1755	WN	1781	1.78985436419	BOI	SLC	291.0	3.0	1.0	0.0
1988	6	15	3	2127.0	2100	WN	758	1.78985436419	MSY	HOU	303.0	6.53945398261	1.0	0.0
1989	6	20	2	1815.0	1720	DL	612	1.78985436419	MIA	CVG	948.0	6.53945398261	1.0	0.0
2007	4	24	2	1944.0	1950	DL	761	1.78985436419	ATL	BNA	214.0	8.0	1.0	0.0
1998	10	2	5	1152.0	1155	US	1102	1.78985436419	JAX	DCA	634.0	3.0	0.0	1.0
1995	10	24	2	754.0	755	UA	1424	1.78985436419	IAH	ORD	925.0	6.0	0.0	1.0
1996	11	18	1	1135.0	1137	AA	1457	1.78985436419	OMA	DFW	583.0	11.0	0.0	1.0
2002	7	4	4	557.0	600	US	982	1.78985436419	ORF	PHL	211.0	3.0	0.0	1.0
2005	8	24	3	1313.0	1315	XE	3263	1.78985436419	IND	EWR	644.0	5.0	0.0	1.0
1988	7	19	2	615.0	615	NW	571	1.78985436419	GFK	MSP	284.0	6.53945398261	0.0	1.0
2004	6	27	7	1345.0	1345	XE	2212	1.78985436419	IND	CLE	261.0	7.0	0.0	1.0
2006	3	26	7	1343.0	1335	XE	2620	1.78985436419	IAH	CRW	975.0	3.0	1.0	0.0
2004	9	9	4	1657.0	1649	UA	761	1.78985436419	BOS	DEN	1754.0	9.0	0.0	1.0
2002	8	7	3	1522.0	1525	DL	1061	1.78985436419	PVD	ATL	903.0	8.0	0.0	1.0
2006	8	3	4	750.0	739	XE	3081	1.78985436419	IAH	RDU	1043.0	5.0	1.0	0.0
2004	10	22	5	2010.0	2015	UA	1221	1.78985436419	DEN	SLC	391.0	3.0	1.0	0.0
2007	7	16	1	1233.0	1207	9E	5758	1.78985436419	IAH	MEM	469.0	5.0	1.0	0.0
2005	4	4	1	1230.0	1230	FL	44	1.78985436419	SFO	ATL	2139.0	8.0	0.0	1.0
1988	9	1	4	1255.0	1255	AS	82	1.78985436419	ANC	SEA	1449.0	6.53945398261	1.0	0.0
1989	9	7	4	750.0	751	AA	280	1.78985436419	DAB	RDU	480.0	6.53945398261	0.0	1.0
1989	11	2	4	1330.0	1330	CO	120	1.78985436419	SAT	IAH	191.0	6.53945398261	0.0	1.0
2003	6	22	7	1310.0	1310	EV	4821	1.78985436419	DFW	TUL	237.0	4.0	0.0	1.0
2008	11	12	3	1940.0	1915	YV	7279	1.78985436419	CAE	IAD	401.0	6.0	1.0	0.0
2003	4	6	7	2036.0	2025	US	1227	1.78985436419	PIT	ORD	412.0	6.0	1.0	0.0
1990	12	10	1	1608.0	1610	US	1299	1.78985436419	BOS	DCA	399.0	6.53945398261	1.0	0.0
1990	1	16	2	2329.0	2300	AA	559	1.78985436419	SFO	LAX	337.0	6.53945398261	1.0	0.0
1990	9	27	4	2031.0	2030	US	1871	1.78985436419	SYR	ROC	79.0	6.53945398261	0.0	1.0
2004	11	3	3	750.0	740	DH	2204	1.78985436419	IAD	GSO	239.0	2.0	1.0	0.0
1992	9	18	5	723.0	725	UA	1138	1.78985436419	MIA	DCA	920.0	6.53945398261	1.0	0.0
1998	3	28	6	1737.0	1735	US	2333	1.78985436419	PIT	DCA	205.0	3.0	0.0	1.0
2007	5	17	4	1619.0	1610	XE	2117	1.78985436419	SDF	EWR	642.0	5.0	0.0	1.0
2003	11	26	3	2011.0	2010	DL	756	1.78985436419	ATL	MSP	906.0	7.0	1.0	0.0
2000	6	19	1	1208.0	1210	DL	987	1.78985436419	ATL	ORD	606.0	6.0	0.0	1.0
1989	8	25	5	700.0	700	UA	1519	1.78985436419	PDX	SMF	479.0	6.53945398261	1.0	0.0
2008	4	19	6	1332.0	1325	UA	62	1.78985436419	LIH	SFO	2447.0	7.0	1.0	0.0
1988	3	6	7	2100.0	2058	PI	657	1.78985436419	CLT	ILM	185.0	6.53945398261	1.0	0.0
1989	7	30	7	838.0	839	UA	279	1.78985436419	DEN	SJC	948.0	6.53945398261	1.0	0.0
2004	9	6	1	1412.0	1415	US	235	1.78985436419	DCA	MSY	969.0	5.0	0.0	1.0
2004	10	10	7	645.0	635	OH	5311	1.78985436419	EVV	ATL	350.0	8.0	1.0	0.0
2007	2	3	6	1549.0	1559	9E	2949	1.78985436419	HPN	DTW	505.0	31.0	1.0	0.0
2005	8	22	1	859.0	900	UA	674	1.78985436419	ORD	LGA	733.0	3.0	0.0	1.0
2004	4	5	1	2026.0	2033	AS	6	1.78985436419	SFO	SEA	679.0	5.0	0.0	1.0
2003	12	30	2	1814.0	1815	OO	6491	1.78985436419	LAX	MRY	267.0	3.0	0.0	1.0
2002	12	31	2	1745.0	1750	UA	947	1.78985436419	IAD	LAX	2288.0	9.0	0.0	1.0
1989	9	25	1	2338.0	2340	UA	60	1.78985436419	LAS	ORD	1515.0	6.53945398261	0.0	1.0
2004	6	8	2	1252.0	1259	UA	147	1.78985436419	ORD	SFO	1846.0	4.0	1.0	0.0
2008	4	17	4	2210.0	2216	NW	144	1.78985436419	MSP	ORD	334.0	7.0	0.0	1.0
1997	6	23	1	1935.0	1935	WN	1265	1.78985436419	ABQ	MCI	718.0	2.0	0.0	1.0
1994	7	26	2	2355.0	1900	TW	833	1.78985436419	JFK	ORD	740.0	6.53945398261	1.0	0.0
2006	4	13	4	1522.0	1525	FL	826	1.78985436419	MCO	ATL	403.0	9.0	0.0	1.0
1988	4	26	2	1905.0	1850	NW	1645	1.78985436419	MSP	DEN	680.0	6.53945398261	1.0	0.0
1998	9	1	2	2305.0	2308	HP	2568	1.78985436419	LAS	MCO	2039.0	6.0	0.0	1.0
1989	1	8	7	926.0	926	TW	525	1.78985436419	STL	DFW	551.0	6.53945398261	1.0	0.0
1997	5	12	1	1540.0	1535	CO	1722	1.78985436419	IAH	AUS	140.0	5.0	1.0	0.0
2007	10	2	2	927.0	929	DL	1572	1.78985436419	ATL	BNA	214.0	9.0	0.0	1.0
1996	4	17	3	1730.0	1730	UA	1411	1.78985436419	IAD	TPA	810.0	3.0	0.0	1.0
1988	4	10	7	700.0	700	HP	18	1.78985436419	DEN	PHX	602.0	6.53945398261	0.0	1.0
1992	1	24	5	1233.0	1215	AA	360	1.78985436419	ORD	PHL	678.0	6.53945398261	1.0	0.0
2006	8	18	5	2058.0	2035	DL	1187	1.78985436419	ATL	LAX	1946.0	5.0	1.0	0.0
2000	5	30	2	610.0	610	AS	81	1.78985436419	SEA	ANC	1449.0	2.0	0.0	1.0
1995	6	20	2	753.0	750	DL	358	1.78985436419	LIT	MEM	129.0	4.0	1.0	0.0
1998	12	23	3	1655.0	1559	AA	1256	1.78985436419	DFW	MDW	797.0	6.0	1.0	0.0
2005	5	27	5	1923.0	1925	UA	994	1.78985436419	LAX	SFO	337.0	2.0	0.0	1.0
1998	8	17	1	1105.0	1105	CO	1409	1.78985436419	EWR	ORF	284.0	3.0	1.0	0.0
1994	11	15	2	1230.0	1230	WN	1703	1.78985436419	OAK	PDX	543.0	6.53945398261	0.0	1.0
2008	3	20	4	1551.0	1540	MQ	4009	1.78985436419	ORD	BHM	584.0	1.0	1.0	0.0
2008	3	28	5	1427.0	1428	FL	929	1.78985436419	ATL	JAX	270.0	3.0	0.0	1.0
1989	10	10	2	1414.0	1414	EA	245	1.78985436419	ORD	ATL	606.0	6.53945398261	0.0	1.0
1994	11	20	7	2135.0	2135	WN	642	1.78985436419	LAS	SAN	258.0	6.53945398261	0.0	1.0
2002	4	23	2	657.0	705	CO	1254	1.78985436419	EWR	PBI	1024.0	6.0	0.0	1.0
2001	9	22	6	2038.0	2044	NW	764	1.78985436419	MSP	DTW	528.0	6.0	0.0	1.0
2004	3	13	6	645.0	645	CO	1610	1.78985436419	IAH	EWR	1400.0	12.0	1.0	0.0
1998	8	27	4	1232.0	1235	UA	1146	1.78985436419	DEN	PHL	1557.0	6.0	0.0	1.0
1998	10	8	4	1012.0	922	UA	1578	1.78985436419	SNA	SFO	372.0	5.0	1.0	0.0
2008	8	8	5	849.0	850	B6	169	1.78985436419	JFK	SJC	2569.0	5.0	1.0	0.0
2007	3	29	4	1343.0	1341	UA	69	1.78985436419	LAX	LIH	2615.0	5.0	0.0	1.0
2001	8	5	7	657.0	700	DL	1610	1.78985436419	DFW	CVG	812.0	5.0	0.0	1.0
1998	6	6	6	1259.0	1300	DL	339	1.78985436419	CVG	SFO	2036.0	7.0	1.0	0.0
2004	1	12	1	1735.0	1645	MQ	3147	1.78985436419	SJC	SAN	417.0	4.0	1.0	0.0
1989	12	31	7	704.0	700	DL	782	1.78985436419	MSY	ATL	425.0	6.53945398261	0.0	1.0
2003	11	16	7	1955.0	1955	US	1481	1.78985436419	CLT	BWI	361.0	6.0	0.0	1.0
2005	3	15	2	1655.0	1700	CO	524	1.78985436419	CLE	EWR	404.0	9.0	0.0	1.0
1998	6	12	5	633.0	636	US	249	1.78985436419	SAV	CLT	213.0	4.0	1.0	0.0
1996	5	6	1	1622.0	1625	DL	1011	1.78985436419	TUS	LAX	451.0	7.0	0.0	1.0
2001	3	24	6	1534.0	1540	US	510	1.78985436419	RIC	PHL	198.0	19.0	1.0	0.0
1992	5	1	5	2154.0	2153	AA	313	1.78985436419	DFW	DEN	641.0	6.53945398261	1.0	0.0
1990	4	27	5	731.0	730	NW	662	1.78985436419	PHX	MEM	1263.0	6.53945398261	0.0	1.0
2006	5	19	5	1830.0	1830	DL	1419	1.78985436419	PBI	ATL	545.0	8.0	0.0	1.0
1997	7	17	4	1705.0	1705	WN	1250	1.78985436419	TPA	IND	838.0	5.0	0.0	1.0
2004	2	7	6	700.0	703	AA	2436	1.78985436419	FLL	LGA	1076.0	4.0	0.0	1.0
2005	3	21	1	843.0	830	B6	221	1.78985436419	JFK	LGB	2465.0	6.0	0.0	1.0
2006	8	19	6	1329.0	1330	B6	40	1.78985436419	FLL	JFK	1069.0	5.0	1.0	0.0
1995	4	20	4	641.0	645	NW	1153	1.78985436419	HPN	DTW	505.0	5.0	0.0	1.0
1995	4	19	3	1317.0	1310	WN	679	1.78985436419	ELP	AUS	528.0	9.0	1.0	0.0
2003	4	17	4	920.0	925	XE	2809	1.78985436419	EWR	ALB	143.0	2.0	0.0	1.0
1993	4	4	7	1900.0	1810	DL	963	1.78985436419	LGA	CVG	585.0	6.53945398261	1.0	0.0
1990	9	11	2	740.0	740	WN	600	1.78985436419	AMA	ABQ	277.0	6.53945398261	0.0	1.0
2003	4	3	4	700.0	700	WN	1642	1.78985436419	SAT	HOU	192.0	3.0	0.0	1.0
1995	10	17	2	810.0	810	AA	1838	1.78985436419	DFW	IND	762.0	4.0	0.0	1.0
1988	12	4	7	1718.0	1721	TW	181	1.78985436419	PIT	STL	553.0	6.53945398261	0.0	1.0
1994	10	19	3	1606.0	1600	US	842	1.78985436419	PIT	BUF	186.0	6.53945398261	1.0	0.0
1995	2	9	4	1348.4081278	1950	DL	298	1.78985436419	ROC	SYR	79.0	8.0	1.0	0.0
2005	6	4	6	553.0	600	OH	5075	1.78985436419	GRR	CVG	268.0	3.0	0.0	1.0
1994	5	30	1	1045.0	1045	WN	631	1.78985436419	LAX	SJC	308.0	6.53945398261	0.0	1.0
2002	6	1	6	1709.0	1715	US	934	1.78985436419	CLT	MEM	512.0	3.0	0.0	1.0
1997	4	21	1	1850.0	1850	WN	48	1.78985436419	DAL	TUL	237.0	3.0	0.0	1.0
1993	7	12	1	30.0	30	AA	1584	1.78985436419	SFO	DFW	1464.0	6.53945398261	0.0	1.0
1995	9	27	3	853.0	839	AA	1448	1.78985436419	BNA	EWR	748.0	4.0	1.0	0.0
2008	5	20	2	1612.0	1620	DL	1674	1.78985436419	SRQ	ATL	445.0	10.0	1.0	0.0
1988	7	30	6	1600.0	1600	NW	435	1.78985436419	CID	MSP	221.0	6.53945398261	0.0	1.0
2001	9	19	3	600.0	605	NW	1723	1.78985436419	RDU	DTW	501.0	7.0	0.0	1.0
1996	2	19	1	1623.0	1615	AS	57	1.78985436419	ANC	OTZ	549.0	3.0	1.0	0.0
1989	4	27	4	2224.0	2224	DL	1507	1.78985436419	DFW	DEN	641.0	6.53945398261	1.0	0.0
2003	2	13	4	2013.0	2005	DL	245	1.78985436419	OKC	SLC	866.0	7.0	1.0	0.0
2001	11	23	5	621.0	625	NW	1421	1.78985436419	BNA	MEM	200.0	6.0	0.0	1.0
2007	8	18	6	1724.0	1715	MQ	4389	1.78985436419	ORD	RST	268.0	3.0	1.0	0.0
1993	12	21	2	1231.0	1235	NW	1731	1.78985436419	DTW	GRB	288.0	6.53945398261	0.0	1.0
1994	11	5	6	728.0	730	TW	571	1.78985436419	ATL	STL	483.0	6.53945398261	0.0	1.0
1991	12	18	3	926.0	845	DL	199	1.78985436419	SJU	MCO	1189.0	6.53945398261	1.0	0.0
2007	10	18	4	1511.0	1430	US	1086	1.78985436419	BOS	PHL	280.0	12.0	1.0	0.0
1988	9	22	4	1438.0	1439	TW	782	1.78985436419	MCO	JFK	944.0	6.53945398261	1.0	0.0
2001	7	31	2	1150.0	1150	WN	2191	1.78985436419	STL	DTW	440.0	2.0	0.0	1.0
1989	3	28	2	2140.0	2015	AA	838	1.78985436419	ORD	CMH	296.0	6.53945398261	1.0	0.0
1990	9	8	6	635.0	635	US	1758	1.78985436419	ORD	CLT	599.0	6.53945398261	0.0	1.0
2001	7	28	6	930.0	930	UA	1857	1.78985436419	PHL	ORD	678.0	23.0	1.0	0.0
2006	7	4	2	1543.0	1448	AA	1452	1.78985436419	BNA	LGA	764.0	6.0	1.0	0.0
1996	3	21	4	1201.0	1205	US	639	1.78985436419	PIT	RIC	259.0	5.0	0.0	1.0
1991	2	1	5	718.0	715	DL	1784	1.78985436419	LAX	SLC	590.0	6.53945398261	1.0	0.0
2004	11	18	4	1615.0	1615	DH	1547	1.78985436419	SYR	IAD	296.0	11.0	0.0	1.0
2003	8	15	5	1755.0	1755	WN	1221	1.78985436419	SAN	OAK	446.0	5.0	0.0	1.0
2003	1	22	3	918.0	900	UA	1591	1.78985436419	DEN	SLC	391.0	2.0	1.0	0.0
1989	9	30	6	702.0	700	US	1887	1.78985436419	BWI	EWR	169.0	6.53945398261	0.0	1.0
2005	12	31	6	1045.0	1035	WN	1405	1.78985436419	LAS	MCI	1140.0	5.0	0.0	1.0
2005	3	10	4	2055.0	2010	WN	117	1.78985436419	PHX	MDW	1444.0	3.0	1.0	0.0
2006	4	21	5	1213.0	1205	MQ	4063	1.78985436419	GRB	ORD	174.0	5.0	0.0	1.0
1997	9	25	4	904.0	905	UA	1297	1.78985436419	DFW	DEN	641.0	7.0	0.0	1.0
1993	7	6	2	1102.0	1100	US	1224	1.78985436419	EWR	BOS	200.0	6.53945398261	0.0	1.0
2004	7	31	6	1445.0	1430	EV	4528	1.78985436419	GPT	DFW	500.0	9.0	1.0	0.0
1990	3	20	2	1919.0	1920	US	2483	1.78985436419	SMF	SNA	404.0	6.53945398261	1.0	0.0
2002	3	26	2	1700.0	1650	AA	1639	1.78985436419	JFK	SJU	1597.0	4.0	1.0	0.0
1993	6	25	5	1029.0	1032	TW	62	1.78985436419	STL	JFK	892.0	6.53945398261	0.0	1.0
2006	8	21	1	2107.0	2102	DL	573	1.78985436419	SLC	LAX	590.0	11.0	1.0	0.0
1992	7	22	3	1538.0	1538	CO	664	1.78985436419	IAH	MSY	305.0	6.53945398261	0.0	1.0
2002	2	5	2	1740.0	1745	US	835	1.78985436419	PIT	STL	553.0	5.0	0.0	1.0
1990	11	6	2	1512.0	1500	CO	1259	1.78985436419	DEN	PDX	992.0	6.53945398261	1.0	0.0
2003	7	17	4	851.0	855	DL	1137	1.78985436419	DEN	SLC	391.0	18.0	1.0	0.0
1997	1	2	4	1026.0	1020	US	358	1.78985436419	DCA	MCI	950.0	3.0	1.0	0.0
1997	6	16	1	616.0	618	UA	1762	1.78985436419	SLC	DEN	391.0	4.0	0.0	1.0
1994	5	12	4	713.0	713	TW	73	1.78985436419	BNA	STL	271.0	6.53945398261	1.0	0.0
1996	1	16	2	2128.0	0	AA	14	1.78985436419	OGG	HNL	100.0	4.0	0.0	1.0
1997	12	18	4	2242.0	2200	UA	78	1.78985436419	SFO	EWR	2565.0	5.0	1.0	0.0
1992	11	25	3	1315.0	1315	WN	308	1.78985436419	HOU	MSY	303.0	6.53945398261	0.0	1.0
1990	5	8	2	1352.0	1350	US	2990	1.78985436419	SFO	SNA	372.0	6.53945398261	1.0	0.0
2008	6	28	6	626.0	634	XE	2251	1.78985436419	IND	EWR	644.0	8.0	0.0	1.0
2007	12	1	6	1428.0	1425	WN	413	1.78985436419	SAN	SFO	447.0	5.0	0.0	1.0
1989	11	10	5	1908.0	1910	NW	775	1.78985436419	EWR	MSP	1008.0	6.53945398261	0.0	1.0
1991	1	10	4	1140.0	1140	ML (1)	311	1.78985436419	DTW	MDW	229.0	6.53945398261	0.0	1.0
1993	4	4	7	1818.0	1815	DL	1989	1.78985436419	JFK	DFW	1391.0	6.53945398261	1.0	0.0
1993	12	3	5	1516.0	1515	NW	509	1.78985436419	LGA	MSP	1020.0	6.53945398261	1.0	0.0
2003	2	27	4	2040.0	2030	US	1226	1.78985436419	DCA	FLL	899.0	5.0	1.0	0.0
2008	2	12	2	618.0	625	EV	4723	1.78985436419	LYH	ATL	389.0	5.0	0.0	1.0
1992	11	29	7	1822.0	1810	NW	326	1.78985436419	MSP	BOS	1124.0	6.53945398261	1.0	0.0
1990	1	13	6	1101.0	1100	UA	816	1.78985436419	LAX	ORD	1745.0	6.53945398261	0.0	1.0
1994	7	26	2	1544.0	1544	CO	605	1.78985436419	ORD	DEN	888.0	6.53945398261	0.0	1.0
1990	5	9	3	2045.0	2035	CO	1113	1.78985436419	IAH	CRP	201.0	6.53945398261	1.0	0.0
2001	6	4	1	1348.4081278	600	NW	681	1.78985436419	PHL	MSP	980.0	0.0	1.0	0.0
2001	10	23	2	1120.0	1110	WN	2063	1.78985436419	ONT	OAK	361.0	3.0	1.0	0.0
1992	8	13	4	2106.0	2104	AA	1517	1.78985436419	BNA	LAX	1797.0	6.53945398261	1.0	0.0
2004	9	16	4	750.0	755	OO	6281	1.78985436419	DRO	DEN	251.0	9.0	0.0	1.0
1994	2	12	6	815.0	810	WN	4	1.78985436419	DAL	ABQ	580.0	6.53945398261	1.0	0.0
1988	1	17	7	1906.0	1906	AA	332	1.78985436419	RSW	DFW	1017.0	6.53945398261	1.0	0.0
1998	1	22	4	1112.0	0	AA	369	1.78985436419	DFW	SAN	1171.0	3.0	0.0	1.0
1990	11	25	7	813.0	815	US	1782	1.78985436419	MCO	FLL	178.0	6.53945398261	1.0	0.0
1992	11	1	7	1828.0	1829	AA	279	1.78985436419	STL	DFW	551.0	6.53945398261	0.0	1.0
2007	2	27	2	1823.0	1705	XE	2030	1.78985436419	SYR	EWR	194.0	9.0	1.0	0.0
1988	1	14	4	1458.0	1500	UA	351	1.78985436419	MKE	DEN	895.0	6.53945398261	0.0	1.0
2003	3	3	1	1505.0	1505	OO	3694	1.78985436419	SLC	SGU	269.0	4.0	0.0	1.0
1993	4	2	5	832.0	830	US	1033	1.78985436419	ROC	CLT	573.0	6.53945398261	0.0	1.0
1995	1	20	5	1716.0	1710	AA	806	1.78985436419	DFW	MCI	460.0	5.0	0.0	1.0
1994	8	16	2	1701.0	1650	NW	948	1.78985436419	MKE	MEM	556.0	6.53945398261	1.0	0.0
1989	11	15	3	1943.0	1945	US	2661	1.78985436419	BUR	SJC	296.0	6.53945398261	0.0	1.0
1989	6	29	4	1741.0	1740	UA	1576	1.78985436419	SRQ	TPA	40.0	6.53945398261	1.0	0.0
2001	4	2	1	724.0	730	TW	618	1.78985436419	IAH	STL	668.0	4.0	0.0	1.0
2006	7	7	5	1543.0	1538	MQ	3526	1.78985436419	HOU	DFW	247.0	16.0	0.0	1.0
1996	3	29	5	945.0	945	DL	884	1.78985436419	ORD	ATL	606.0	12.0	1.0	0.0
2008	7	1	2	1947.0	1920	WN	982	1.78985436419	LAS	AUS	1090.0	5.0	1.0	0.0
1996	9	3	2	955.0	955	DL	1225	1.78985436419	SDF	ATL	321.0	6.0	1.0	0.0
1989	5	13	6	939.0	938	AA	197	1.78985436419	DFW	ELP	551.0	6.53945398261	1.0	0.0
2002	8	11	7	752.0	755	UA	1859	1.78985436419	BWI	ORD	622.0	8.0	0.0	1.0
2002	9	5	4	1150.0	1135	NW	1467	1.78985436419	BNA	MSP	695.0	4.0	1.0	0.0
1995	7	24	1	931.0	930	US	21	1.78985436419	DEN	PHL	1557.0	6.0	0.0	1.0
1995	7	20	4	1440.0	1420	US	2329	1.78985436419	CLT	MSY	651.0	4.0	1.0	0.0
2008	4	8	2	920.0	915	MQ	4201	1.78985436419	ORD	LSE	215.0	4.0	0.0	1.0
1991	11	12	2	2010.0	2012	CO	554	1.78985436419	PIT	EWR	319.0	6.53945398261	0.0	1.0
2007	8	6	1	1530.0	1510	OH	5184	1.78985436419	CVG	BUF	410.0	4.0	1.0	0.0
2005	7	7	4	805.0	805	WN	1665	1.78985436419	SNA	SMF	404.0	5.0	0.0	1.0
2001	8	24	5	1021.0	1023	AA	1164	1.78985436419	SAT	DFW	247.0	16.0	0.0	1.0
1996	9	13	5	1452.0	1447	UA	2032	1.78985436419	RNO	SFO	192.0	3.0	1.0	0.0
1995	10	16	1	656.0	700	CO	1621	1.78985436419	CMH	IAH	986.0	4.0	1.0	0.0
2001	7	16	1	534.0	540	MQ	3034	1.78985436419	MRY	LAX	267.0	12.0	0.0	1.0
1995	12	8	5	1644.0	1630	WN	39	1.78985436419	DAL	HOU	239.0	4.0	1.0	0.0
2004	4	21	3	914.0	915	XE	2796	1.78985436419	IAH	MCO	853.0	5.0	0.0	1.0
2008	7	25	5	1058.0	1055	OO	4145	1.78985436419	DEN	SLC	391.0	5.0	0.0	1.0
2005	4	8	5	1126.0	1132	CO	1589	1.78985436419	DTW	IAH	1076.0	12.0	0.0	1.0
1991	3	5	2	2250.0	2300	CO	481	1.78985436419	DAB	MLB	78.0	6.53945398261	0.0	1.0
2006	11	10	5	932.0	937	OO	3939	1.78985436419	SLC	BZN	347.0	4.0	0.0	1.0
2005	11	16	3	1518.0	1525	OO	3723	1.78985436419	CPR	SLC	320.0	5.0	0.0	1.0
2008	4	2	3	611.0	615	US	1161	1.78985436419	BOS	PHX	2300.0	5.0	1.0	0.0
2004	6	26	6	1432.0	1430	XE	3337	1.78985436419	IAH	PSP	1269.0	2.0	0.0	1.0
2002	1	24	4	703.0	710	NW	1888	1.78985436419	IAH	DTW	1076.0	7.0	0.0	1.0
1993	3	29	1	1242.0	1235	UA	155	1.78985436419	MIA	ORD	1197.0	6.53945398261	1.0	0.0
1990	5	8	2	1858.0	1855	AA	599	1.78985436419	MIA	DFW	1121.0	6.53945398261	0.0	1.0
2006	4	21	5	1958.0	1925	WN	1315	1.78985436419	LAS	SJC	386.0	3.0	1.0	0.0
2008	2	13	3	1931.0	1855	NW	846	1.78985436419	MSP	BOS	1124.0	4.0	1.0	0.0
1994	10	7	5	1634.0	1630	UA	656	1.78985436419	ORD	EWR	719.0	6.53945398261	1.0	0.0
1988	10	9	7	857.0	900	DL	1854	1.78985436419	GEG	SLC	546.0	6.53945398261	0.0	1.0
2008	11	7	5	1545.0	1555	US	859	1.78985436419	MCO	DCA	759.0	3.0	0.0	1.0
1994	4	28	4	1228.0	1215	US	379	1.78985436419	MOB	CLT	526.0	6.53945398261	1.0	0.0
2002	7	23	2	1251.0	1254	AA	2005	1.78985436419	IND	DFW	762.0	10.0	0.0	1.0
2005	7	23	6	758.0	800	FL	758	1.78985436419	FLL	PHL	992.0	6.0	0.0	1.0
1998	5	24	7	1550.0	1510	DL	1215	1.78985436419	SLC	SMF	532.0	5.0	1.0	0.0
2001	5	25	5	1703.0	1705	DL	1774	1.78985436419	ATL	BUF	712.0	9.0	0.0	1.0
1996	4	25	4	1705.0	1655	UA	921	1.78985436419	IAD	ATL	533.0	5.0	1.0	0.0
2003	2	3	1	743.0	745	AA	1545	1.78985436419	LGA	STL	887.0	5.0	0.0	1.0
1993	11	5	5	742.0	744	UA	353	1.78985436419	ORD	MSP	334.0	6.53945398261	1.0	0.0
1988	11	25	5	1229.0	1230	US	247	1.78985436419	BUF	LGA	292.0	6.53945398261	0.0	1.0
1998	11	17	2	2312.0	2320	DL	1856	1.78985436419	FAI	ANC	261.0	18.0	1.0	0.0
1995	9	6	3	2010.0	2010	DL	1005	1.78985436419	BWI	ATL	576.0	9.0	0.0	1.0
2000	1	12	3	659.0	700	DL	188	1.78985436419	ATL	SJU	1547.0	6.0	0.0	1.0
1995	8	21	1	2053.0	2045	WN	917	1.78985436419	LAS	LAX	236.0	6.0	1.0	0.0
2002	7	16	2	1520.0	1525	US	466	1.78985436419	BUF	PHL	279.0	6.0	0.0	1.0
2004	7	11	7	1926.0	1915	DL	1075	1.78985436419	CVG	LAX	1900.0	8.0	0.0	1.0
2003	10	27	1	1525.0	1525	EV	4309	1.78985436419	SDF	DFW	733.0	13.0	0.0	1.0
1989	12	8	5	930.0	930	PA (1)	527	1.78985436419	BOS	LGA	185.0	6.53945398261	1.0	0.0
2008	11	16	7	1725.0	1725	OH	6614	1.78985436419	ORD	JFK	740.0	15.0	1.0	0.0
1997	7	21	1	2016.0	2015	CO	1132	1.78985436419	IAH	OKC	395.0	4.0	1.0	0.0
2008	5	12	1	818.0	819	YV	7132	1.78985436419	IAD	BNA	542.0	4.0	0.0	1.0
2005	8	4	4	1404.0	1405	US	602	1.78985436419	CLT	BOS	728.0	12.0	0.0	1.0
1988	3	10	4	1500.0	1500	EA	1081	1.78985436419	BOS	LGA	185.0	6.53945398261	1.0	0.0
1992	9	9	3	1211.0	1200	WN	410	1.78985436419	LAX	PHX	370.0	6.53945398261	0.0	1.0
1991	12	9	1	1023.0	1014	DL	820	1.78985436419	ATL	ORD	606.0	6.53945398261	1.0	0.0
2003	11	19	3	1415.0	1415	WN	2018	1.78985436419	BUR	SMF	358.0	5.0	0.0	1.0
1995	1	25	3	1409.0	1410	US	1783	1.78985436419	GSO	PHL	365.0	4.0	0.0	1.0
1994	1	5	3	1945.0	1922	DL	341	1.78985436419	CVG	LAX	1900.0	6.53945398261	1.0	0.0
2007	7	10	2	1534.0	1530	WN	530	1.78985436419	ABQ	PHX	328.0	5.0	0.0	1.0
2003	8	21	4	720.0	720	WN	2670	1.78985436419	TUS	SAN	367.0	2.0	0.0	1.0
2008	3	29	6	1138.0	1140	AA	143	1.78985436419	IAD	LAX	2288.0	14.0	1.0	0.0
2004	5	19	3	1802.0	1805	DH	7304	1.78985436419	ORD	CAE	666.0	3.0	0.0	1.0
